1,383
2,728
3,1276
4,1871
5,1901
6,2484
7,4082
8,4578
9,5272
10,5855
11,7684
12,8802
13,9174
14,9569
15,9612
16,9899
17,11959
18,12230
19,12984
20,13436
21,13790
22,13909
23,14291
24,14412
25,14633
26,14634
27,14872
28,15246
29,15766
30,17262
31,17263
32,17995
33,18767
34,18813
35,19006
36,20174
37,20646
38,20947
39,21251
40,22230
41,22557
42,22821
43,23346
44,24368
45,24514
46,24756
47,24931
48,25086
49,25477
50,25538
51,28144
52,28463
53,29212
54,29688
55,29944
56,30479
57,31400
58,31863
59,31885
60,32123
61,32933
62,33113
63,33249
64,33453
65,33520
66,33665
67,34386
68,36305
69,36423
70,36467
71,38379
72,40025
73,40199
74,40380
75,40488
76,41836
77,41985
78,42947
79,43485
80,44022
81,45092
82,45474
83,45522
84,45621
85,47005
86,47106
87,48167
88,48505
89,48792
90,49015
91,49365
92,49399
93,49710
94,50125
95,50774
96,51047
97,51322
98,52576
99,52730
100,53350
101,53760
102,54065
103,54290
104,55030
105,57100
106,58151
107,58510
108,59327
109,59643
110,59714
111,59851
112,60175
113,60351
114,60992
115,61141
116,62037
117,62115
118,62418
119,62445
120,62705
121,63069
122,63507
123,63687
124,64090
125,64165
126,64522
127,64592
128,64728
129,66236
130,66470
131,66549
132,67072
133,67510
134,68040
135,68774
136,68999
137,70749
138,70861
139,71066
140,72228
141,73254
142,73576
143,73640
144,74291
145,75605
146,75745
147,75962
148,76596
149,76727
150,77591
151,77662
152,77877
153,78224
154,78426
155,79298
156,79716
157,81358
158,81932
159,82252
160,83073
161,84713
162,84742
163,85909
164,85923
165,86026
166,86433
167,86738
168,86970
169,87196
170,87305
171,88444
172,89676
173,91346
174,91968
175,92025
176,92290
177,92381
178,93995
179,94103
180,94590
181,95183
182,95543
183,95619
184,96165
185,96170
186,96811
187,96968
188,97058
189,98088
190,98424
191,100041
192,100171
193,100266
194,100362
195,100548
196,102060
197,102404
198,102873
199,105300
200,105777
201,106495
202,106556
203,106813
204,108321
205,109151
206,109711
207,110423
208,110868
209,111154
210,111762
211,111990
212,112207
213,112316
214,113499
215,113557
216,113727
217,114148
218,115033
219,115247
220,116571
221,116691
222,117957
223,118497
224,119092
225,120298
226,121819
227,122895
228,123253
229,123280
230,124023
231,124685
232,126065
233,127804
234,129635
235,130203
236,130863
237,130868
238,132491
239,132788
240,133122
241,133283
242,134306
243,136069
244,136258
245,136712
246,137387
247,137517
248,137520
249,138464
250,139091
251,139215
252,139703
253,140674
254,141763
255,143193
256,143899
257,144383
258,144559
259,145752
260,145801
261,146226
262,147921
263,148050
264,148070
265,148188
266,148307
267,148830
268,149426
269,149580
270,150011
271,150457
272,151413
273,152549
274,152859
275,153569
276,153981
277,154074
278,155366
279,156266
280,156373
281,157461
282,157599
283,157821
284,158029
285,158767
286,158996
287,159226
288,159531
289,159574
290,160950
291,161737
292,162189
293,162307
294,162518
295,163375
296,163660
297,164205
298,164323
299,166109
300,166171
301,166212
302,167174
303,168265
304,169978
305,170096
306,170581
307,171222
308,171894
309,172027
310,172751
311,173659
312,175475
313,175803
314,176009
315,177188
316,177350
317,178558
318,178807
319,178928
320,179038
321,179093
322,179131
323,179912
324,180548
325,180865
326,181006
327,181339
328,182380
329,182466
330,182502
331,182691
332,182881
333,183842
334,184002
335,184336
336,185196
337,185366
338,185409
339,187033
340,189226
