1,1066
2,1499
3,1933
4,2242
5,2706
6,3775
7,3924
8,4278
9,4838
10,5120
11,5145
12,6083
13,6610
14,6668
15,6855
16,6999
17,7174
18,7206
19,7814
20,8111
21,8188
22,8734
23,8941
24,9152
25,9169
26,9658
27,9681
28,10225
29,10475
30,10520
31,10877
32,10946
33,11225
34,12030
35,12528
36,12911
37,12965
38,13221
39,13284
40,13523
41,13690
42,14309
43,14526
44,14812
45,15547
46,15653
47,16272
48,16276
49,16567
50,16929
51,17141
52,17340
53,17639
54,17765
55,18065
56,18155
57,18164
58,18284
59,18759
60,18992
61,20548
62,20624
63,20760
64,21266
65,21546
66,21637
67,21692
68,21723
69,22286
70,22335
71,22455
72,23167
73,23243
74,23415
75,23678
76,23698
77,23779
78,23847
79,25225
80,25444
81,25484
82,25625
83,25691
84,25828
85,25996
86,26279
87,27100
88,27262
89,27664
90,27816
91,27838
92,28152
93,28207
94,28297
95,28998
96,29302
97,29380
98,29583
99,29877
100,29920
101,30929
102,31062
103,31128
104,31596
105,32136
106,32480
107,32570
108,33132
109,33252
110,33631
111,34246
112,34599
113,34804
114,35076
115,36267
116,36448
117,36989
118,37004
119,37137
120,37199
121,37358
122,37384
123,37585
124,38294
125,38561
126,38714
127,39044
128,39099
129,39256
130,39390
131,39672
132,39798
133,39940
134,40011
135,40933
136,41253
137,41255
138,41890
139,42102
140,43021
141,43075
142,43248
143,43273
144,44279
145,44282
146,44436
147,44539
148,44588
149,44659
150,44698
151,44948
152,45034
153,45043
154,45103
155,46779
156,47224
157,47555
158,47631
159,48884
160,49174
161,49329
162,49598
163,50037
164,50656
165,51066
166,51089
167,51170
168,51517
169,51875
170,52013
171,52312
172,52408
173,52719
174,53366
175,53876
176,54070
177,54392
178,54584
179,54657
180,54722
181,55026
182,55210
183,55242
184,55284
185,55807
186,56295
187,56400
188,56514
189,56613
190,56897
191,56937
192,57062
193,57823
194,58122
195,58170
196,58176
197,58273
198,58300
199,58341
200,58676
201,58949
202,59258
203,59367
204,59608
205,60134
206,60480
207,60894
208,60969
209,61279
210,61295
211,61434
212,61483
213,61521
214,61832
215,61908
216,61994
217,62179
218,62422
219,62822
220,62861
221,62982
222,63013
223,63205
224,63350
225,63563
226,63653
227,64083
228,64302
229,64488
230,64673
231,64902
232,64975
233,65090
234,65573
235,65658
236,66099
237,66540
238,68245
239,68272
240,68465
241,69508
242,69943
243,70352
244,70925
245,71060
246,71100
247,71807
248,71853
249,72455
250,72591
251,72724
252,73102
253,74024
254,74027
255,74050
256,74283
257,74311
258,74474
259,74507
260,74653
261,74810
262,74926
263,75452
264,76063
265,76079
266,76190
267,76216
268,76421
269,76605
270,76891
271,76918
272,77027
273,77757
274,77758
275,77859
276,77941
277,77954
278,78532
279,78654
280,78680
281,78719
282,78839
283,79310
284,79529
285,79585
286,79997
287,80862
288,81131
289,81263
290,81344
291,81914
292,82490
293,83008
294,83177
295,83548
296,84017
297,84590
298,85143
299,85367
300,86034
301,86478
302,86487
303,86609
304,86819
305,86956
306,87092
307,87355
308,87964
309,88046
310,88708
311,88844
312,88954
313,89177
314,89602
315,90191
316,90396
317,90521
318,91439
319,91458
320,91867
321,92188
322,92230
323,92268
324,92390
325,92843
326,93193
