1,1036
2,1978
3,2208
4,2464
5,2884
6,3520
7,4233
8,4742
9,5489
10,6999
11,7371
12,7582
13,7666
14,7945
15,8052
16,8319
17,9042
18,9072
19,9154
20,9232
21,9938
22,11225
23,11600
24,11662
25,12165
26,12263
27,13523
28,13886
29,14459
30,14534
31,16082
32,16577
33,18155
34,18284
35,19050
36,19924
37,21064
38,21419
39,21951
40,23243
41,23302
42,23321
43,23911
44,23966
45,25192
46,28475
47,29545
48,31596
49,32480
50,33406
51,33849
52,34025
53,34386
54,34599
55,34808
56,34837
57,35589
58,35982
59,36245
60,37787
61,38196
62,38220
63,38705
64,38930
65,39097
66,39900
67,41761
68,41890
69,42668
70,42703
71,42904
72,43273
73,43910
74,44435
75,44948
76,45575
77,45646
78,46411
79,46539
80,46558
81,46949
82,47564
83,48884
84,49036
85,49579
86,50981
87,51254
88,51406
89,52041
90,52085
91,52408
92,52894
93,55278
94,56295
95,58278
96,60134
97,60403
98,60576
99,61045
100,61272
101,61295
102,61347
103,62272
104,62665
105,63050
106,63076
107,63890
108,64253
109,64337
110,64531
111,64659
112,65953
113,67872
114,68700
115,68726
116,68807
117,69221
118,69803
119,70632
120,70733
121,71010
122,71100
123,71807
124,72249
125,72591
126,72736
127,73262
128,74762
129,74778
130,75050
131,76201
132,76216
133,76567
134,76678
135,77624
136,77677
137,77757
138,78680
139,79930
140,80138
141,80952
142,81263
143,82257
144,82350
145,82373
146,82499
147,83177
148,83548
149,83937
150,84413
151,84590
152,85397
153,85475
154,85516
155,85890
156,86218
157,86224
158,86487
159,86533
160,86819
161,87949
162,87964
163,89500
164,91902
165,92159
166,93101
167,93114
168,93176
169,94545
170,94615
171,94920
172,95068
173,95537
174,95917
175,95987
176,96724
177,98367
178,99185
179,99683
180,99925
181,100149
182,100321
183,100345
184,101221
185,102910
186,103140
187,104096
188,104188
189,104674
190,104798
191,105595
192,106047
193,106219
194,106585
195,106961
196,107407
197,107477
198,107533
199,107717
200,108396
201,108715
202,108717
203,108730
204,108776
205,109458
206,110344
207,110465
208,110562
209,113234
210,113844
211,114075
212,114493
213,115398
214,116270
215,116980
216,117047
217,117237
218,117364
219,117439
220,117915
221,118392
222,118464
223,119058
224,119408
225,120103
226,120714
227,121260
228,121975
229,122878
230,125780
231,126181
232,127046
233,128371
234,128605
235,129157
236,129212
237,129287
238,130408
239,132107
240,132170
241,132232
242,132521
243,132733
244,132910
245,133014
246,133343
247,133647
248,134299
249,134868
250,135184
251,135192
252,136071
253,136873
254,137009
255,137058
256,137829
257,138615
258,139140
259,139175
260,141469
261,141877
262,142128
263,143124
264,144715
265,144859
266,147631
267,149342
268,149881
269,150168
270,150229
271,150879
272,151246
273,151769
274,152831
275,153951
276,154334
277,155970
278,156905
279,157570
280,158673
281,158702
282,158803
283,159179
284,159863
285,160069
286,160763
287,161492
288,161645
289,162298
290,162767
291,164343
292,164751
293,164942
294,165963
295,166583
296,167733
297,168778
298,169588
299,169999
300,170438
301,170492
302,170971
303,171012
304,171491
305,171538
306,171855
307,172569
308,172765
309,173434
310,173563
311,173601
312,173673
313,175672
314,176223
315,176233
316,177089
317,177828
318,178186
319,178409
320,178909
321,180164
322,180277
323,180450
324,180596
325,180646
326,182145
327,184388
328,184626
329,186204
330,186305
331,186700
332,186985
333,187040
334,187559
335,187790
336,187886
337,188066
338,188386
339,189319
340,189790
